Identifiant espace vert,Nom de l'espace vert,Typologie d'espace vert,Cat?gorie,Adresse - type voie,Adresse - Libell? voie,Code postal,Surface calcul?e,Superficie totale r?elle,Surface horticole,Pr?sence cloture,P?rim?tre,Nombre d'entit?s,Ouverture 24h_24h
252,SQUARE HENRI ROUSSELLE,Promenades ouvertes,Square,RUE DE LA,BUTTE AUX CAILLES,75013,781,720,160,Oui,124.6508464,1,Non
248,JARDIN JAMES JOYCE,Promenades ouvertes,Jardin,RUE,GEORGE BALANCHINE,75013,3597,3650,2737,Oui,256.6802683,1,Non
238,SQUARE DE LA RUE JEAN DUNAND (ZAC BAUDRICOURT),Promenades ouvertes,Square,RUE,CHARLES BERTHEAU,75013,2855,2900,1433,Oui,249.9974734,1,Non
255,JARDIN DE LA PLACE DU DOCTEUR NAVARRE,Promenades ouvertes,Jardin,PLACE DU,DOCTEUR NAVARRE,75013,788,906,,Oui,125.2730117,1,Non
219,JARDIN FRANCOISE GIROUD,Promenades ouvertes,Jardin,PLACE D,ITALIE,75013,4793,4778,1519,Oui,245.4688674,1,Oui
11553,00-02,P?riph?rique,Talus,,,75013,1164,,,Non,271.9483469,1,
11555,00-07,P?riph?rique,Talus,,,75013,4247,,,Non,429.5321724,1,
11610,00-08,P?riph?rique,Talus,,,75013,646,,,Non,126.7320116,1,
272,03-03,P?riph?rique,Talus,,,75013,2626,,,Non,808.22055,1,
11848,JARDIN PARTAGE DU PARC DE CHOISY,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,GEORGE EASTMAN,75013,66,100,100,Oui,,4,Non
221,SQUARE FLORENCE BLUMENTHAL,Promenades ouvertes,Square,RUE DU,CHATEAU DES RENTIERS,75013,1900,1925,800,Oui,265.108214,1,Non
245,JARDIN DU MOULIN DE LA POINTE,Promenades ouvertes,Jardin,RUE DU,MOULIN DE LA POINTE,75013,12516,14300,3678,Oui,707.7528755,1,Non
235,JARDIN BRASSAI,Promenades ouvertes,Jardin,RUE,EUGENE ATGET,75013,4903,6413,5113,Oui,524.642633,1,Non
10133,JARDIN CYPRIAN KAMIL NORWID,Promenades ouvertes,Jardin,RUE DES,GRANDS MOULINS,75013,2769,3000,,Oui,218.9160315,1,Non
10340,JARDINIERES DE L'AVENUE DE CHOISY,D?corations sur la voie publique,Jardiniere,AVENUE DE,CHOISY,75013,152,160,160,Non,122.3937838,7,
10936,JARDINIERE DE LA RUE DE PATAY,D?corations sur la voie publique,Jardiniere,RUE DE,PATAY,75013,64,60,60,Non,31.91788344,1,
10347,DECORATION DE LA RUE JEANNE D'ARC ET BOULEVARD VINCENT AURIOL,D?corations sur la voie publique,Decoration,BOULEVARD,VINCENT AURIOL,75013,794,888,888,Non,583.6039237,17,
11616,02-02,P?riph?rique,Talus,,,75013,1232,,,Non,191.1109796,1,
11617,02-03,P?riph?rique,Talus,,,75013,2070,,,Non,274.4474555,1,
270,03-00,P?riph?rique,Talus,,,75013,680,,,Non,236.8467459,1,
11847,JARDIN PARTAGE DU BOULEVARD DE L'HOPITAL,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,WATTEAU,75013,731,550,550,Oui,239.5310635,1,Non
